	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
205511	GUT_GENOME205512	SRR5579978_bin.68	EBI	MAG	2138680	276	10580	37.73	87.85	2.83	1.0	0.0	0.0	11.52	16	ERZ974404	GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes2/GUT_GENOME205512.gff.gz
189161	GUT_GENOME189162	SRR5056693_bin.73	EBI	MAG	2534956	71	48577	57.35	93.06	1.53	0.74	86.55	0.0	0.0	13	ERZ934630	GUT_GENOME268527	MGYG-HGUT-04341	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000435995	SRS1820241	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04341/genomes1/GUT_GENOME189162.gff.gz
205236	GUT_GENOME205237	SRR5579955_bin.58	EBI	MAG	1702606	57	54165	60.66	87.52	1.68	0.14	89.92	71.75	0.0	19	ERZ974107	GUT_GENOME159485	MGYG-HGUT-02720	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02720/genomes1/GUT_GENOME205237.gff.gz
265942	GUT_GENOME265943	ZeeviD_2015__PNP_Main_12__bin.26	CIBIO	MAG	3022921	159	29478	58.14	99.3	1.86	0.01	94.12	99.54	0.0	20		GUT_GENOME247421	MGYG-HGUT-03891	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	ERS971650	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03891/genomes4/GUT_GENOME265943.gff.gz
94483	GUT_GENOME094484	FengQ_2015__SID530890__bin.90	CIBIO	MAG	2051489	329	8306	42.17	82.52	1.95	1.67	0.0	9.39	0.0	13		GUT_GENOME096193	MGYG-HGUT-01374	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena torques	ERS608597	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01374/genomes2/GUT_GENOME094484.gff.gz
60736	GUT_GENOME060737	ERR525897_bin.21	EBI	MAG	4197760	103	61031	46.67	98.04	1.46	0.03	0.0	0.0	0.0	19	ERZ902192	GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473232	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes11/GUT_GENOME060737.gff.gz
212454	GUT_GENOME212455	SRR769509_bin.13	EBI	MAG	3613758	115	58399	48.65	96.09	0.74	0.16	0.0	79.32	10.97	18	ERZ830984	GUT_GENOME147612	MGYG-HGUT-02540	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	SRS399317	SRP019038	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02540/genomes1/GUT_GENOME212455.gff.gz
59958	GUT_GENOME059959	ERR525833_bin.19	EBI	MAG	738119	28	43932	62.1	58.23	0.62	0.01	0.0	0.0	0.0	16	ERZ901366	GUT_GENOME096276	MGYG-HGUT-01410	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	ERS473168	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01410/genomes1/GUT_GENOME059959.gff.gz
104721	GUT_GENOME104722	KarlssonFH_2013__S327__bin.8	CIBIO	MAG	2367532	293	10697	56.55	95.6	0.85	0.36	0.0	0.0	0.0	18		GUT_GENOME251083	MGYG-HGUT-03937	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	ERS235500	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03937/genomes3/GUT_GENOME104722.gff.gz
38443	GUT_GENOME038444	ERR1293500_bin.16	EBI	MAG	2103378	97	33668	40.7	97.18	0.67	0.09	92.44	0.0	33.13	17	ERZ906781	GUT_GENOME001659	MGYG-HGUT-00258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	ERS1066634	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00258/genomes5/GUT_GENOME038444.gff.gz
276583	GUT_GENOME276584	ZeeviD_2015__PNP_Main_601__bin.15	CIBIO	MAG	2590457	92	39143	44.83	98.32	0.0	0.01	0.0	61.84	0.0	19		GUT_GENOME147164	MGYG-HGUT-02530	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	ERS972239	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes2/GUT_GENOME276584.gff.gz
240031	GUT_GENOME240032	VatanenT_2016__G69231__bin.8	CIBIO	MAG	2906875	242	17400	47.13	97.27	1.93	0.02	0.0	0.0	0.0	15		GUT_GENOME261061	MGYG-HGUT-04250	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295	SRS1719563	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-042/MGYG-HGUT-04250/genomes1/GUT_GENOME240032.gff.gz
241887	GUT_GENOME241888	VatanenT_2016__G80384__bin.5	CIBIO	MAG	2291848	358	9249	36.57	83.13	1.75	0.01	0.0	0.0	0.0	15		GUT_GENOME000308	MGYG-HGUT-00078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	SRS1735682	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00078/genomes3/GUT_GENOME241888.gff.gz
192106	GUT_GENOME192107	SRR5056897_bin.7	EBI	MAG	1973470	384	5866	37.56	73.82	1.51	2.16	0.0	0.0	0.0	14	ERZ944032	GUT_GENOME143094	MGYG-HGUT-02424	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	SRS1820415	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02424/genomes1/GUT_GENOME192107.gff.gz
110986	GUT_GENOME110987	LeChatelierE_2013__MH0198__bin.38	CIBIO	MAG	2705030	106	43016	49.09	97.51	0.77	0.27	0.0	0.0	0.0	18		GUT_GENOME239799	MGYG-HGUT-03702	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	ERS328907	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-037/MGYG-HGUT-03702/genomes2/GUT_GENOME110987.gff.gz
80546	GUT_GENOME080547	ERS473419_27	HGM	MAG	3465730	105	96219	49.05	98.71	0.0	0.03	70.59	99.74	99.79	20		GUT_GENOME076000	MGYG-HGUT-01065	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	ERS473419	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01065/genomes1/GUT_GENOME080547.gff.gz
234348	GUT_GENOME234349	SRS475974_42	HGM	MAG	2520326	206	22983	42.23	96.82	1.18	0.59	0.0	0.0	0.0	16		GUT_GENOME143712	MGYG-HGUT-02492	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	SRS475974	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02492/genomes12/GUT_GENOME234349.gff.gz
195440	GUT_GENOME195441	SRR5106330_bin.2	EBI	MAG	1954853	133	22267	51.75	83.83	0.0	0.03	94.12	36.2	15.32	19	ERZ864947	GUT_GENOME148897	MGYG-HGUT-02556	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	SRS1858639	SRP095060	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02556/genomes2/GUT_GENOME195441.gff.gz
191781	GUT_GENOME191782	SRR5056884_bin.46	EBI	MAG	1249121	59	35290	59.4	52.8	0.08	0.16	0.0	0.0	0.0	12	ERZ937641	GUT_GENOME000111	MGYG-HGUT-00027	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	SRS1820404	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00027/genomes1/GUT_GENOME191782.gff.gz
189555	GUT_GENOME189556	SRR5056731_bin.14	EBI	MAG	1433148	40	66695	42.71	100.0	0.0	0.02	0.0	61.64	0.0	20	ERZ935093	GUT_GENOME189556	MGYG-HGUT-02972	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SRS1820277	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02972/genomes1/GUT_GENOME189556.gff.gz
115254	GUT_GENOME115255	LiJ_2014__MH0266__bin.52	CIBIO	MAG	3198512	66	109355	46.17	71.03	0.0	0.01	0.0	0.0	0.0	14		GUT_GENOME239662	MGYG-HGUT-03681	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	ERS396307	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03681/genomes2/GUT_GENOME115255.gff.gz
232181	GUT_GENOME232182	SRS373204_3	HGM	MAG	4367497	44	231236	56.29	97.29	0.85	0.02	95.8	24.79	0.0	19		GUT_GENOME231920	MGYG-HGUT-03390	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia vulneris	SRS373204	SRP001634	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-033/MGYG-HGUT-03390/genomes1/GUT_GENOME232182.gff.gz
80764	GUT_GENOME080765	ERS537186_61	HGM	MAG	1683295	204	10277	62.23	87.15	1.45	1.48	0.0	0.0	0.0	18		GUT_GENOME280620	MGYG-HGUT-04526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	ERS537186	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04526/genomes1/GUT_GENOME080765.gff.gz
22489	GUT_GENOME022490	CosteaPI_2017__SID713A026-11-90-0__bin.57	CIBIO	MAG	2468024	141	26682	60.6	94.41	0.88	0.19	0.0	0.0	0.0	17		GUT_GENOME000008	MGYG-HGUT-00003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	ERS1444482	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00003/genomes2/GUT_GENOME022490.gff.gz
56504	GUT_GENOME056505	ERR414323_bin.34	EBI	MAG	2730670	143	32702	44.02	95.9	4.6	0.17	0.0	0.0	0.0	14	ERZ897901	GUT_GENOME239728	MGYG-HGUT-03694	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	ERS396376	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03694/genomes2/GUT_GENOME056505.gff.gz
188705	GUT_GENOME188706	SRR5056661_bin.78	EBI	MAG	2361059	92	42463	43.63	90.38	1.48	0.76	0.0	18.26	0.0	13	ERZ934162	GUT_GENOME283626	MGYG-HGUT-04581	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	SRS1820209	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04581/genomes1/GUT_GENOME188706.gff.gz
88289	GUT_GENOME088290	ERS608531_36	HGM	MAG	1899195	293	7556	43.55	76.83	0.68		0.0	0.0	0.0	13		GUT_GENOME140786	MGYG-HGUT-02321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	ERS608531	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02321/genomes6/GUT_GENOME088290.gff.gz
173676	GUT_GENOME173677	SRR2155352_bin.1	EBI	MAG	2024122	41	77861	55.03	94.34	2.8	0.03	0.0	0.0	0.0	17	ERZ844398	GUT_GENOME095971	MGYG-HGUT-01302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	SRS1028229	SRP062282	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01302/genomes4/GUT_GENOME173677.gff.gz
255648	GUT_GENOME255649	XieH_2016__YSZC12003_36666__bin.29	CIBIO	MAG	2329235	15	402866	43.75	99.98	1.5	0.01	0.0	60.47	0.0	20		GUT_GENOME233517	MGYG-HGUT-03439	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	ERS746773	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-034/MGYG-HGUT-03439/genomes4/GUT_GENOME255649.gff.gz
93214	GUT_GENOME093215	FengQ_2015__SID530054__bin.35	CIBIO	MAG	1839544	45	63059	31.23	100.0	0.0	0.05	0.0	99.8	99.5	20		GUT_GENOME132205	MGYG-HGUT-02163	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	ERS608549	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-021/MGYG-HGUT-02163/genomes1/GUT_GENOME093215.gff.gz
162630	GUT_GENOME162631	SchirmerM_2016__G89050__bin.10	CIBIO	MAG	1085000	374	3016	38.48	52.09	0.0	0.32	0.0	0.0	0.0	2		GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	SRS1876625	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes2/GUT_GENOME162631.gff.gz
64881	GUT_GENOME064882	ERR688539_bin.35	EBI	MAG	1631868	53	43602	28.1	74.65	2.07	0.01	94.12	71.82	16.27	18	ERZ865929	GUT_GENOME251277	MGYG-HGUT-03942	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916055	ERS608477	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03942/genomes1/GUT_GENOME064882.gff.gz
155374	GUT_GENOME155375	QinN_2014__LD-17__bin.1	CIBIO	MAG	2716957	370	11117	60.36	90.81	0.96	0.94	0.0	0.0	0.0	14		GUT_GENOME000008	MGYG-HGUT-00003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	ERS475258	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00003/genomes1/GUT_GENOME155375.gff.gz
192742	GUT_GENOME192743	SRR5056943_bin.77	EBI	MAG	1750344	13	312612	53.6	93.29	0.0	0.01	91.6	0.0	0.0	14	ERZ944723	GUT_GENOME067489	MGYG-HGUT-01029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	SRS1820448	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01029/genomes2/GUT_GENOME192743.gff.gz
21139	GUT_GENOME021140	CosteaPI_2017__peacemaker-11-60-0__bin.32	CIBIO	MAG	1655141	364	5293	43.64	64.91	0.0	0.01	0.0	0.0	0.0	4		GUT_GENOME143712	MGYG-HGUT-02492	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	ERS1444707	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02492/genomes8/GUT_GENOME021140.gff.gz
172477	GUT_GENOME172478	SRR1930251_bin.2	EBI	MAG	2793339	180	27851	46.02	90.34	1.42	0.05	0.0	0.0	0.0	18	ERZ835508	GUT_GENOME108259	MGYG-HGUT-01770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	SRS883043	SRP056480	Italy	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-017/MGYG-HGUT-01770/genomes1/GUT_GENOME172478.gff.gz
241316	GUT_GENOME241317	VatanenT_2016__G80274__bin.2	CIBIO	MAG	2389741	409	7321	56.18	90.42	0.72	0.01	0.0	0.0	0.0	19		GUT_GENOME143211	MGYG-HGUT-02454	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	SRS1719486	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02454/genomes1/GUT_GENOME241317.gff.gz
63323	GUT_GENOME063324	ERR589505_bin.65	EBI	MAG	2814113	103	39537	43.09	65.44	1.75	0.03	0.0	0.0	5.47	10	ERZ875778	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS537190	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME063324.gff.gz
253038	GUT_GENOME253039	XieH_2016__YSZC12003_35739__bin.31	CIBIO	MAG	2640465	53	102238	45.16	95.3	0.0	0.01	91.6	0.0	10.77	18		GUT_GENOME147164	MGYG-HGUT-02530	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	ERS746739	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes2/GUT_GENOME253039.gff.gz
50614	GUT_GENOME050615	ERR209228_bin.9	EBI	MAG	1859248	292	7874	38.32	81.65	0.56	0.14	86.55	18.66	8.03	9	ERZ965934	GUT_GENOME150720	MGYG-HGUT-02570	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	ERS199078	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02570/genomes2/GUT_GENOME050615.gff.gz
17877	GUT_GENOME017878	CM_madagascar__A15_02_1FE__bin.2	CIBIO	MAG	1846021	33	89015	53.91	94.97	0.23	0.01	91.6	0.0	0.0	18		GUT_GENOME067489	MGYG-HGUT-01029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	SRS3638600	SRP156699	Madagascar	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01029/genomes3/GUT_GENOME017878.gff.gz
87497	GUT_GENOME087498	ERS608496_4	HGM	MAG	2034551	163	15639	37.9	84.12	0.67		0.0	0.0	0.0	11		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS608496	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes3/GUT_GENOME087498.gff.gz
98914	GUT_GENOME098915	HeQ_2017__SZAXPI029552-169__bin.52	CIBIO	MAG	1260773	5	793011	42.94	74.83	0.6	0.0	0.0	0.0	0.0	13		GUT_GENOME233517	MGYG-HGUT-03439	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	ERS1343385	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-034/MGYG-HGUT-03439/genomes2/GUT_GENOME098915.gff.gz
189546	GUT_GENOME189547	SRR5056730_bin.66	EBI	MAG	1664660	116	20247	61.36	80.95	1.68	1.51	91.6	0.0	10.94	14	ERZ935062	GUT_GENOME176098	MGYG-HGUT-02882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435975	SRS1820276	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-028/MGYG-HGUT-02882/genomes1/GUT_GENOME189547.gff.gz
274690	GUT_GENOME274691	ZeeviD_2015__PNP_Main_4__bin.4	CIBIO	MAG	1190601	58	33234	26.01	87.92	4.49	0.28	0.0	0.0	0.0	18		GUT_GENOME256853	MGYG-HGUT-04117	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	ERS971642	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04117/genomes1/GUT_GENOME274691.gff.gz
200729	GUT_GENOME200730	SRR5279297_bin.17	EBI	MAG	1448879	20	135910	61.33	88.71	0.75	0.0	0.0	0.0	0.0	19	ERZ846176	GUT_GENOME045895	MGYG-HGUT-00918	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	SRS1997076	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00918/genomes1/GUT_GENOME200730.gff.gz
